Id,Date,Satellite,Sensor,Cascading output,Path
True,2019-10-17T09:40:00,Sentinel 2,MSI,Thermal anomalies,20220726T094549_20220726T095539_T33SVB.jpg
True,2019-10-20T09:50:00,Sentinel 2,MSI,Thermal anomalies,20201123T095329_20201123T095358_T33SVB.jpg
True,2019-10-22T09:40:00,Sentinel 2,MSI,Thermal anomalies,20210109T094259_20210109T094300_T33SVB.jpg
True,2019-10-27T09:40:00,Sentinel 2,MSI,Thermal anomalies,20180702T095031_20180702T095924_T33SVB.jpg
True,2019-11-04T09:52:00,Sentinel 2,MSI,Thermal anomalies,20211011T094041_20211011T094351_T33SVB.jpg
True,2019-11-21T09:43:00,Sentinel 2,MSI,Thermal anomalies,20200921T094039_20200921T094033_T33SVB.jpg
True,2019-11-29T09:52:00,Sentinel 2,MSI,Thermal anomalies,20190627T095031_20190627T095541_T33SVB.jpg
True,2019-12-01T09:43:00,Sentinel 2,MSI,Thermal anomalies,20230218T094029_20230218T094847_T33SVB.jpg
True,2019-12-04T09:54:00,Sentinel 2,MSI,Thermal anomalies,20210310T094029_20210310T094030_T33SVB.jpg
True,2019-12-06T09:42:00,Sentinel 2,MSI,Thermal anomalies,20211110T094231_20211110T094350_T33SVB.jpg
True,2019-12-09T09:53:00,Sentinel 2,MSI,Thermal anomalies,20180719T094031_20180719T094430_T33SVB.jpg
True,2019-12-16T09:43:00,Sentinel 2,MSI,Thermal anomalies,20220226T095029_20220226T095155_T33SVB.jpg
True,2019-12-19T09:53:00,Sentinel 2,MSI,Thermal anomalies,20211006T094029_20211006T094903_T33SVB.jpg
True,2019-12-24T09:54:00,Sentinel 2,MSI,No activity,20211118T095209_20211118T095356_T33SVB.jpg
True,2019-12-26T09:43:00,Sentinel 2,MSI,Thermal anomalies,20170425T094031_20170425T094430_T33SVB.jpg
